"종목명","종가","대비","등락률","종목코드","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률","시장구분","업종명","시가총액"
"성우",13350,-330,-2.41,"458650",1394,9.58,NA,NA,14628,0.91,150,1.12,NA,NA,NA
"성우전자",2720,-55,-1.98,"081580",NA,NA,NA,NA,6699,0.41,0,0,NA,NA,NA
"성우테크론",3135,10,0.32,"045300",225,13.93,NA,NA,6994,0.45,0,0,NA,NA,NA
"성우하이텍",6060,-30,-0.49,"015750",1751,3.46,NA,NA,18911,0.32,150,2.48,NA,NA,NA
"성일하이텍",38200,-1150,-2.92,"365340",NA,NA,NA,NA,16747,2.28,0,0,NA,NA,NA
"성창오토텍",4400,65,1.5,"080470",748,5.88,NA,NA,7254,0.61,50,1.14,NA,NA,NA
"성호전자",1120,-11,-0.97,"043260",147,7.62,NA,NA,2334,0.48,0,0,NA,NA,NA
"세경하이테크",7100,-350,-4.7,"148150",1173,6.05,760,9.34,5010,1.42,100,1.41,NA,NA,NA
"세니젠",2475,-55,-2.17,"188260",NA,NA,NA,NA,1436,1.72,0,0,NA,NA,NA
"세동",1338,39,3,"053060",NA,NA,NA,NA,1988,0.67,0,0,NA,NA,NA
"세림B&G",1707,17,1.01,"340440",82,20.82,NA,NA,1198,1.42,50,2.93,NA,NA,NA
"세명전기",7100,-80,-1.11,"017510",307,23.13,NA,NA,5154,1.38,80,1.13,NA,NA,NA
"세보엠이씨",12690,-140,-1.09,"011560",3522,3.6,NA,NA,24373,0.52,550,4.33,NA,NA,NA
"세아메카닉스",3640,-110,-2.93,"396300",96,37.92,NA,NA,2737,1.33,0,0,NA,NA,NA
"세운메디칼",2690,-15,-0.55,"100700",281,9.57,NA,NA,3375,0.8,60,2.23,NA,NA,NA
"세원물산",9980,110,1.11,"024830",2631,3.79,NA,NA,45678,0.22,150,1.5,NA,NA,NA
"세종메디칼",412,0,0,"258830",NA,NA,NA,NA,387,1.06,0,0,NA,NA,NA
"세종텔레콤",4750,-170,-3.46,"036630",NA,NA,NA,NA,6383,0.74,0,0,NA,NA,NA
"세중",1580,-1,-0.06,"039310",100,15.8,NA,NA,5635,0.28,0,0,NA,NA,NA
"세진티에스",2370,20,0.85,"067770",377,6.29,NA,NA,5688,0.42,0,0,NA,NA,NA
"세코닉스",6000,10,0.17,"053450",675,8.89,917,6.54,9371,0.64,50,0.83,NA,NA,NA
"세토피아",5400,0,0,"222810",NA,NA,NA,NA,180,30,0,0,NA,NA,NA
"세화피앤씨",851,-9,-1.05,"252500",80,10.64,NA,NA,996,0.85,50,5.88,NA,NA,NA
"센서뷰",1323,-14,-1.05,"321370",NA,NA,NA,NA,465,2.85,0,0,NA,NA,NA
"센코",2380,-15,-0.63,"347000",77,30.91,NA,NA,1234,1.93,0,0,NA,NA,NA
"셀레믹스",3340,90,2.77,"331920",1502,2.22,NA,NA,3330,1,0,0,NA,NA,NA
"셀레스트라",5250,0,0,"352770",NA,NA,NA,NA,2130,2.46,0,0,NA,NA,NA
"셀로맥스사이언스",5780,-150,-2.53,"471820",367,15.75,NA,NA,3921,1.47,165,2.85,NA,NA,NA
"셀루메드",889,-15,-1.66,"049180",NA,NA,NA,NA,170,5.23,0,0,NA,NA,NA
"셀리드",3895,-5,-0.13,"299660",NA,NA,NA,NA,2155,1.81,0,0,NA,NA,NA
"셀바스AI",13820,220,1.62,"108860",NA,NA,193,71.76,4484,3.08,0,0,NA,NA,NA
"셀바스헬스케어",4300,0,0,"208370",123,34.96,NA,NA,2481,1.73,0,0,NA,NA,NA
"셀바이오휴먼텍",6490,310,5.02,"318160",491,13.22,NA,NA,5436,1.19,0,0,NA,NA,NA
"셀비온",27850,400,1.46,"308430",NA,NA,NA,NA,2310,12.06,0,0,NA,NA,NA
"셀트리온제약",53600,-700,-1.29,"068760",506,105.93,NA,NA,9139,5.86,0,0,NA,NA,NA
"셀피글로벌",778,0,0,"068940",NA,NA,NA,NA,472,1.65,0,0,NA,NA,NA
"소노스퀘어",852,-13,-1.5,"007720",NA,NA,NA,NA,1000,0.85,0,0,NA,NA,NA
"소니드",452,-2,-0.44,"060230",NA,NA,NA,NA,1163,0.39,0,0,NA,NA,NA
"소룩스",5070,-110,-2.12,"290690",NA,NA,NA,NA,1642,3.09,0,0,NA,NA,NA
"소프트센",336,-3,-0.88,"032680",NA,NA,NA,NA,504,0.67,0,0,NA,NA,NA
"소프트센우",7350,250,3.52,"032685",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"소프트캠프",1315,0,0,"258790",9,146.11,NA,NA,485,2.71,0,0,NA,NA,NA
"손오공",895,-9,-1,"066910",NA,NA,NA,NA,746,1.2,0,0,NA,NA,NA
"솔디펜스",822,7,0.86,"215090",119,6.91,NA,NA,402,2.04,0,0,NA,NA,NA
"솔본",4265,-65,-1.5,"035610",1656,2.58,NA,NA,8045,0.53,0,0,NA,NA,NA
"솔브레인",201000,-4500,-2.19,"357780",15296,13.14,19805,10.15,130226,1.54,2300,1.14,NA,NA,NA
"솔브레인홀딩스",40900,-800,-1.92,"036830",2846,14.37,NA,NA,63971,0.64,220,0.54,NA,NA,NA
"솔트룩스",39100,100,0.26,"304100",NA,NA,NA,NA,5905,6.62,0,0,NA,NA,NA
"솔트웨어",1132,2,0.18,"328380",NA,NA,NA,NA,670,1.69,0,0,NA,NA,NA
"쇼박스",2770,-40,-1.42,"086980",439,6.31,NA,NA,2117,1.31,150,5.42,NA,NA,NA
"수산아이앤티",11370,-50,-0.44,"050960",656,17.33,NA,NA,12941,0.88,200,1.76,NA,NA,NA
"수성웹툰",4855,15,0.31,"084180",NA,NA,NA,NA,7164,0.68,0,0,NA,NA,NA
"수젠텍",6320,10,0.16,"253840",NA,NA,NA,NA,6352,0.99,0,0,NA,NA,NA
"슈어소프트테크",5080,-120,-2.31,"298830",207,24.54,NA,NA,1772,2.87,0,0,NA,NA,NA
"슈프리마",33200,-50,-0.15,"236200",4709,7.05,4576,7.25,34301,0.97,0,0,NA,NA,NA
"슈프리마에이치큐",7280,10,0.14,"094840",1654,4.4,NA,NA,24243,0.3,0,0,NA,NA,NA
"슈피겐코리아",27200,-500,-1.81,"192440",4808,5.66,NA,NA,85756,0.32,462,1.7,NA,NA,NA
"스마트레이더시스템",7840,-90,-1.13,"424960",NA,NA,NA,NA,1031,7.6,0,0,NA,NA,NA
"스맥",3770,65,1.75,"099440",502,7.51,NA,NA,2933,1.29,0,0,NA,NA,NA
"스코넥",2220,-95,-4.1,"276040",NA,NA,NA,NA,1225,1.81,0,0,NA,NA,NA
"스타코링크",1976,0,0,"060240",NA,NA,NA,NA,2070,0.95,0,0,NA,NA,NA
"스타플렉스",3220,-15,-0.46,"115570",589,5.47,NA,NA,8429,0.38,0,0,NA,NA,NA
"스톤브릿지벤처스",4615,30,0.65,"330730",132,34.96,NA,NA,4926,0.94,200,4.33,NA,NA,NA
"스톰테크",3870,5,0.13,"352090",534,7.25,NA,NA,3336,1.16,370,9.56,NA,NA,NA
"스튜디오드래곤",46700,200,0.43,"253450",1114,41.92,1472,31.73,24606,1.9,0,0,NA,NA,NA
"스튜디오미르",4500,-120,-2.6,"408900",3,1500,NA,NA,1199,3.75,0,0,NA,NA,NA
"스튜디오산타클로스",4650,0,0,"204630",NA,NA,NA,NA,8417,0.55,0,0,NA,NA,NA
"스튜디오삼익",8830,70,0.8,"415380",904,9.77,NA,NA,9035,0.98,250,2.83,NA,NA,NA
"스페코",3070,15,0.49,"013810",NA,NA,NA,NA,2983,1.03,0,0,NA,NA,NA
"스피어",10290,-210,-2,"347700",NA,NA,NA,NA,1418,7.26,0,0,NA,NA,NA
"승일",8800,-10,-0.11,"049830",620,14.19,NA,NA,25157,0.35,120,1.36,NA,NA,NA
"시공테크",3915,-70,-1.76,"020710",1610,2.43,NA,NA,8351,0.47,120,3.07,NA,NA,NA
"시그네틱스",620,4,0.65,"033170",NA,NA,NA,NA,807,0.77,0,0,NA,NA,NA
"시너지이노베이션",3065,205,7.17,"048870",125,24.52,NA,NA,2209,1.39,0,0,NA,NA,NA
"시노펙스",6850,-30,-0.44,"025320",321,21.34,232,29.51,1914,3.58,0,0,NA,NA,NA
"시선AI",3960,-10,-0.25,"340810",NA,NA,NA,NA,953,4.16,0,0,NA,NA,NA
"시스웍",889,0,0,"269620",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"시지메드텍",1064,4,0.38,"056090",1,1064,NA,NA,844,1.26,0,0,NA,NA,NA
"시지트로닉스",5960,-90,-1.49,"429270",NA,NA,NA,NA,5221,1.14,0,0,NA,NA,NA
"시큐레터",6550,0,0,"418250",NA,NA,NA,NA,863,7.59,0,0,NA,NA,NA
"시큐브",4210,-75,-1.75,"131090",385,10.94,NA,NA,5995,0.7,125,2.97,NA,NA,NA
"신도기연",1769,-43,-2.37,"290520",NA,NA,NA,NA,3646,0.49,0,0,NA,NA,NA
"신라섬유",1833,-53,-2.81,"001000",NA,NA,NA,NA,593,3.09,0,0,NA,NA,NA
"신라에스지",5790,-20,-0.34,"025870",30,193,NA,NA,4341,1.33,0,0,NA,NA,NA
"신라젠",3100,-50,-1.59,"215600",NA,NA,NA,NA,960,3.23,0,0,NA,NA,NA
"신성델타테크",69000,-1200,-1.71,"065350",NA,NA,NA,NA,7641,9.03,120,0.17,NA,NA,NA
"신성에스티",46050,-5750,-11.1,"416180",794,58,NA,NA,11542,3.99,200,0.43,NA,NA,NA
"신스틸",2280,-10,-0.44,"162300",159,14.34,NA,NA,1980,1.15,20,0.88,NA,NA,NA
"신시웨이",6840,30,0.44,"290560",662,10.33,NA,NA,5805,1.18,0,0,NA,NA,NA
"신신제약",5700,-30,-0.52,"002800",322,17.7,NA,NA,4342,1.31,60,1.05,NA,NA,NA
"신영스팩10호",2180,-5,-0.23,"472220",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신영스팩8호",2215,-15,-0.67,"430220",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신영스팩9호",2135,10,0.47,"445970",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신원종합개발",2705,-15,-0.55,"017000",494,5.48,NA,NA,9557,0.28,0,0,NA,NA,NA
"신일제약",6650,0,0,"012790",1237,5.38,NA,NA,12674,0.52,190,2.86,NA,NA,NA
"신진에스엠",2420,10,0.41,"138070",46,52.61,NA,NA,4629,0.52,50,2.07,NA,NA,NA
"신테카바이오",6510,-180,-2.69,"226330",NA,NA,NA,NA,1635,3.98,0,0,NA,NA,NA
"신한제11호스팩",2030,0,0,"452980",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신한제12호스팩",2090,10,0.48,"474660",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신한제13호스팩",2110,-15,-0.71,"474930",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신한제14호스팩",2025,-15,-0.74,"487360",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신한제15호스팩",2045,5,0.25,"487830",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신한제16호스팩",2020,5,0.25,"496070",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"신화인터텍",1964,-2,-0.1,"056700",29,67.72,NA,NA,3250,0.6,0,0,NA,NA,NA
"신화콘텍",3660,-5,-0.14,"187270",825,4.44,NA,NA,7295,0.5,50,1.37,NA,NA,NA
"신흥에스이씨",3965,-50,-1.25,"243840",555,7.14,220,18.06,7920,0.5,66,1.66,NA,NA,NA
"실리콘투",49850,-100,-0.2,"257720",1990,25.05,3238,15.4,4297,11.6,0,0,NA,NA,NA
"심텍",22550,-150,-0.66,"222800",NA,NA,1309,17.22,14044,1.61,100,0.44,NA,NA,NA
"심텍홀딩스",1597,-32,-1.96,"036710",NA,NA,NA,NA,515,3.1,10,0.63,NA,NA,NA
"심플랫폼",12070,170,1.43,"444530",NA,NA,NA,NA,537,22.48,0,0,NA,NA,NA
"싸이닉솔루션",10660,-620,-5.5,"234030",277,38.48,NA,NA,956,11.15,0,0,NA,NA,NA
"싸이맥스",11930,-140,-1.16,"160980",1508,7.91,NA,NA,16992,0.7,350,2.93,NA,NA,NA
"싸이버원",3265,-55,-1.66,"356890",826,3.95,NA,NA,3474,0.94,30,0.92,NA,NA,NA
"싸이토젠",2840,-60,-2.07,"217330",NA,NA,NA,NA,2106,1.35,0,0,NA,NA,NA
"썸에이지",246,-3,-1.2,"208640",NA,NA,NA,NA,163,1.51,0,0,NA,NA,NA
"쎄노텍",879,-8,-0.9,"222420",NA,NA,NA,NA,760,1.16,0,0,NA,NA,NA
"쎄니트",1700,-29,-1.68,"037760",NA,NA,NA,NA,2909,0.58,50,2.94,NA,NA,NA
"쎄크",9120,-370,-3.9,"081180",431,21.16,NA,NA,2753,3.31,0,0,NA,NA,NA
"쎄트렉아이",46250,500,1.09,"099320",722,64.06,1618,28.59,21529,2.15,190,0.41,NA,NA,NA
"쎌바이오텍",13610,-90,-0.66,"049960",2210,6.16,NA,NA,18143,0.75,450,3.31,NA,NA,NA
"쏘닉스",2355,-20,-0.84,"088280",NA,NA,NA,NA,2424,0.97,0,0,NA,NA,NA
"쏠리드",6510,-50,-0.76,"050890",760,8.57,658,9.9,5318,1.22,50,0.77,NA,NA,NA
"쓰리빌리언",6820,-250,-3.54,"394800",NA,NA,NA,NA,892,7.65,0,0,NA,NA,NA
"쓰리에이로직스",7610,-70,-0.91,"177900",1366,5.57,NA,NA,5314,1.43,0,0,NA,NA,NA
"씨메스",21400,-300,-1.38,"475400",NA,NA,428,49.96,6396,3.35,0,0,NA,NA,NA
"씨싸이트",7390,70,0.96,"109670",34,217.35,NA,NA,9579,0.77,0,0,NA,NA,NA
"씨씨에스",1493,0,0,"066790",NA,NA,NA,NA,570,2.62,0,0,NA,NA,NA
"씨아이에스",7530,-150,-1.95,"222080",783,9.62,NA,NA,6188,1.22,0,0,NA,NA,NA
"씨앤씨인터내셔널",40400,-1650,-3.92,"352480",3245,12.45,2719,14.86,20585,1.96,1000,2.48,NA,NA,NA
"씨앤지하이테크",12290,-140,-1.13,"264660",746,16.47,NA,NA,12939,0.95,100,0.81,NA,NA,NA
"씨앤투스",2760,-55,-1.95,"352700",76,36.32,NA,NA,6395,0.43,50,1.81,NA,NA,NA
"씨어스테크놀로지",34550,1450,4.38,"458870",NA,NA,839,41.2,1705,20.26,0,0,NA,NA,NA
"씨에스베어링",6840,-80,-1.16,"297090",92,74.35,NA,NA,3441,1.99,0,0,NA,NA,NA
"씨엔알리서치",1035,-12,-1.15,"359090",68,15.22,NA,NA,827,1.25,10,0.97,NA,NA,NA
"씨엔플러스",506,9,1.81,"115530",NA,NA,NA,NA,143,3.54,0,0,NA,NA,NA
"씨유메디칼",603,0,0,"115480",NA,NA,NA,NA,971,0.62,0,0,NA,NA,NA
"씨유테크",3345,-55,-1.62,"376290",768,4.36,NA,NA,6651,0.5,231,6.91,NA,NA,NA
"씨이랩",7110,-150,-2.07,"189330",NA,NA,NA,NA,1389,5.12,0,0,NA,NA,NA
"씨젠",30150,600,2.03,"096530",NA,NA,1838,16.4,21209,1.42,800,2.65,NA,NA,NA
"씨큐브",4385,0,0,"101240",896,4.89,NA,NA,8558,0.51,0,0,NA,NA,NA
"씨티씨바이오",6480,-20,-0.31,"060590",NA,NA,NA,NA,2912,2.23,0,0,NA,NA,NA
"씨티케이",6000,170,2.92,"260930",NA,NA,NA,NA,8374,0.72,100,1.67,NA,NA,NA
"씨피시스템",1484,-28,-1.85,"413630",NA,NA,86,17.32,1211,1.23,60,4.04,NA,NA,NA
"아가방컴퍼니",5330,-80,-1.48,"013990",367,14.52,NA,NA,6021,0.89,0,0,NA,NA,NA
"아나패스",19210,-130,-0.67,"123860",1559,12.32,2602,7.38,5997,3.2,0,0,NA,NA,NA
"아난티",9010,190,2.15,"025980",NA,NA,NA,NA,8044,1.12,0,0,NA,NA,NA
"아모그린텍",6500,-50,-0.76,"125210",129,50.39,NA,NA,4286,1.52,0,0,NA,NA,NA
"아모센스",7500,990,15.21,"357580",155,48.39,NA,NA,3690,2.03,0,0,NA,NA,NA
"아모텍",9400,100,1.08,"052710",NA,NA,1049,8.96,10211,0.92,0,0,NA,NA,NA
"아미노로직스",1068,-23,-2.11,"074430",NA,NA,NA,NA,589,1.81,0,0,NA,NA,NA
"아미코젠",4000,-85,-2.08,"092040",NA,NA,NA,NA,2235,1.79,0,0,NA,NA,NA
"아바코",13060,-310,-2.32,"083930",1776,7.35,1878,6.95,14086,0.93,500,3.83,NA,NA,NA
"아바텍",8220,40,0.49,"149950",639,12.86,NA,NA,10624,0.77,200,2.43,NA,NA,NA
"아비코전자",5450,-70,-1.27,"036010",NA,NA,NA,NA,8066,0.68,0,0,NA,NA,NA
"아세아텍",2140,0,0,"050860",217,9.86,NA,NA,6465,0.33,50,2.34,NA,NA,NA
"아셈스",11390,90,0.8,"136410",564,20.2,NA,NA,6092,1.87,90,0.79,NA,NA,NA
"아스타",6160,0,0,"246720",NA,NA,NA,NA,306,20.13,0,0,NA,NA,NA
"아스테라시스",10960,220,2.05,"450950",173,63.35,547,20.04,600,18.27,32,0.29,NA,NA,NA
"아스트",665,72,12.14,"067390",NA,NA,NA,NA,823,0.81,0,0,NA,NA,NA
"아스플로",3665,-95,-2.53,"159010",NA,NA,NA,NA,4230,0.87,0,0,NA,NA,NA
"아시아경제",1117,20,1.82,"127710",NA,NA,NA,NA,2615,0.43,0,0,NA,NA,NA
"아시아종묘",2360,-115,-4.65,"154030",NA,NA,NA,NA,1960,1.2,0,0,NA,NA,NA
"아우딘퓨쳐스",1136,21,1.88,"227610",NA,NA,NA,NA,667,1.7,0,0,NA,NA,NA
"아우토크립트",20100,-1350,-6.29,"331740",NA,NA,NA,NA,1269,15.84,0,0,NA,NA,NA
"아이디스",16480,50,0.3,"143160",1372,12.01,NA,NA,22609,0.73,300,1.82,NA,NA,NA
"아이디스홀딩스",12330,120,0.98,"054800",3630,3.4,NA,NA,37570,0.33,250,2.03,NA,NA,NA
"아이디피",4695,5,0.11,"332370",894,5.25,NA,NA,5012,0.94,170,3.62,NA,NA,NA
"아이로보틱스",1421,-30,-2.07,"066430",NA,NA,NA,NA,1062,1.34,0,0,NA,NA,NA
"아이비김영",1996,-2,-0.1,"339950",292,6.84,NA,NA,1266,1.58,30,1.5,NA,NA,NA
"아이비젼웍스",1050,-46,-4.2,"469750",NA,NA,NA,NA,1060,0.99,0,0,NA,NA,NA
"아이빔테크놀로지",3320,20,0.61,"460470",NA,NA,NA,NA,2073,1.6,0,0,NA,NA,NA
"아이센스",18750,140,0.75,"099190",NA,NA,167,112.56,11748,1.6,100,0.53,NA,NA,NA
"아이스크림미디어",20650,50,0.24,"461300",2737,7.54,NA,NA,14512,1.42,738,3.57,NA,NA,NA
"아이스크림에듀",1910,2,0.1,"289010",NA,NA,NA,NA,3091,0.62,0,0,NA,NA,NA
"아이쓰리시스템",115500,300,0.26,"214430",2156,53.57,3577,32.29,15225,7.59,400,0.35,NA,NA,NA
"아이씨디",3895,-65,-1.64,"040910",NA,NA,NA,NA,5946,0.66,0,0,NA,NA,NA
"아이씨에이치",2675,-25,-0.93,"368600",NA,NA,NA,NA,2529,1.06,0,0,NA,NA,NA
"아이씨티케이",13370,700,5.52,"456010",NA,NA,65,206.35,3240,4.13,0,0,NA,NA,NA
"아이앤씨",1911,-5,-0.26,"052860",NA,NA,NA,NA,1836,1.04,0,0,NA,NA,NA
"아이언디바이스",3255,35,1.09,"464500",NA,NA,NA,NA,2232,1.46,0,0,NA,NA,NA
"아이에스티이",10750,1410,15.1,"212710",73,147.26,NA,NA,1165,9.23,0,0,NA,NA,NA
"아이에이",204,0,0,"038880",NA,NA,NA,NA,232,0.88,0,0,NA,NA,NA
"아이엘",2525,5,0.2,"307180",16,157.81,NA,NA,442,5.71,0,0,NA,NA,NA
"아이엠",396,0,0,"101390",NA,NA,NA,NA,1116,0.35,0,0,NA,NA,NA
"아이엠비디엑스",8400,60,0.72,"461030",NA,NA,NA,NA,2315,3.63,0,0,NA,NA,NA
"아이엠티",9850,10,0.1,"451220",NA,NA,NA,NA,3660,2.69,0,0,NA,NA,NA
"아이윈",750,-12,-1.57,"090150",NA,NA,NA,NA,931,0.81,0,0,NA,NA,NA
"아이윈플러스",1033,10,0.98,"123010",NA,NA,NA,NA,936,1.1,0,0,NA,NA,NA
"아이즈비전",1645,-1,-0.06,"031310",NA,NA,NA,NA,5935,0.28,0,0,NA,NA,NA
"아이지넷",2865,0,0,"462980",11,260.45,NA,NA,354,8.09,0,0,NA,NA,NA
"아이진",3170,-55,-1.71,"185490",NA,NA,NA,NA,1862,1.7,0,0,NA,NA,NA
"아이컴포넌트",5110,20,0.39,"059100",498,10.26,NA,NA,5947,0.86,0,0,NA,NA,NA
"아이퀘스트",2300,-45,-1.92,"262840",184,12.5,NA,NA,2348,0.98,43,1.87,NA,NA,NA
"아이큐어",1840,-37,-1.97,"175250",28,65.71,NA,NA,1613,1.14,0,0,NA,NA,NA
"아이크래프트",2870,0,0,"052460",NA,NA,NA,NA,2996,0.96,0,0,NA,NA,NA
"아이텍",5960,20,0.34,"119830",988,6.03,NA,NA,7736,0.77,0,0,NA,NA,NA
"아이톡시",953,-28,-2.85,"052770",NA,NA,NA,NA,113,8.43,0,0,NA,NA,NA
"아이티센글로벌",19330,1130,6.21,"124500",184,105.05,NA,NA,3358,5.76,0,0,NA,NA,NA
"아이티센엔텍",1020,25,2.51,"010280",179,5.7,NA,NA,1169,0.87,0,0,NA,NA,NA
"아이티센피엔에스",2455,40,1.66,"232830",NA,NA,NA,NA,929,2.64,0,0,NA,NA,NA
"아이티아이즈",6520,-70,-1.06,"372800",242,26.94,NA,NA,3043,2.14,0,0,NA,NA,NA
"아이티엠반도체",12980,-140,-1.07,"084850",59,220,625,20.78,8991,1.44,0,0,NA,NA,NA
"아이패밀리에스씨",16520,120,0.73,"114840",1647,10.03,1958,8.44,5346,3.09,118,0.71,NA,NA,NA
"아주IB투자",2295,-5,-0.22,"027360",70,32.79,NA,NA,2205,1.04,50,2.18,NA,NA,NA
"아즈텍WB",1369,5,0.37,"032080",NA,NA,NA,NA,5062,0.27,0,0,NA,NA,NA
"아진산업",2940,150,5.38,"013310",480,6.13,NA,NA,8548,0.34,100,3.4,NA,NA,NA
"아진엑스텍",6530,30,0.46,"059120",NA,NA,NA,NA,4398,1.48,0,0,NA,NA,NA
"아크솔루션스",4425,0,0,"203690",NA,NA,NA,NA,1776,2.49,0,0,NA,NA,NA
"아톤",9050,400,4.62,"158430",500,18.1,NA,NA,3873,2.34,50,0.55,NA,NA,NA
"아티스트스튜디오",9620,-120,-1.23,"200350",NA,NA,NA,NA,5417,1.78,0,0,NA,NA,NA
"아티스트컴퍼니",6600,-280,-4.07,"321820",NA,NA,NA,NA,1737,3.8,0,0,NA,NA,NA
"안국약품",7850,-130,-1.63,"001540",1482,5.3,NA,NA,14577,0.54,440,5.61,NA,NA,NA
"안랩",66800,900,1.37,"053800",3763,17.75,NA,NA,38216,1.75,1300,1.95,NA,NA,NA
"안트로젠",24850,-500,-1.97,"065660",NA,NA,NA,NA,11325,2.19,0,0,NA,NA,NA
"알로이스",817,-22,-2.62,"297570",NA,NA,NA,NA,1166,0.7,0,0,NA,NA,NA
"알리코제약",4530,-60,-1.31,"260660",NA,NA,NA,NA,5307,0.85,75,1.66,NA,NA,NA
"알멕",23950,0,0,"354320",102,234.8,NA,NA,22042,1.09,0,0,NA,NA,NA
"알비더블유",2110,-15,-0.71,"361570",NA,NA,NA,NA,2224,0.95,0,0,NA,NA,NA
"알서포트",3015,15,0.5,"131370",58,51.98,NA,NA,1839,1.64,10,0.33,NA,NA,NA
"알에스오토메이션",14920,0,0,"140670",NA,NA,NA,NA,2899,5.15,0,0,NA,NA,NA
"알에프세미",2965,0,0,"096610",NA,NA,NA,NA,685,4.33,0,0,NA,NA,NA
"알에프텍",2525,-150,-5.61,"061040",NA,NA,NA,NA,7214,0.35,0,0,NA,NA,NA
"알엔투테크놀로지",7080,-20,-0.28,"148250",NA,NA,NA,NA,4969,1.42,30,0.42,NA,NA,NA
"알체라",2740,0,0,"347860",NA,NA,NA,NA,244,11.23,0,0,NA,NA,NA
"알테오젠",462000,-15000,-3.14,"196170",1172,394.2,6668,69.28,5134,89.99,0,0,NA,NA,NA
"알톤",1460,-27,-1.82,"123750",NA,NA,NA,NA,1577,0.93,0,0,NA,NA,NA
"알티캐스트",604,1,0.17,"085810",NA,NA,NA,NA,763,0.79,0,0,NA,NA,NA
"알파녹스",4980,180,3.75,"043100",NA,NA,NA,NA,1842,2.7,0,0,NA,NA,NA
"알파칩스",7940,10,0.13,"117670",NA,NA,NA,NA,6840,1.16,0,0,NA,NA,NA
"알피바이오",6140,10,0.16,"314140",NA,NA,NA,NA,11827,0.52,0,0,NA,NA,NA
"압타머사이언스",1121,7,0.63,"291650",NA,NA,NA,NA,842,1.33,0,0,NA,NA,NA
"압타바이오",9150,170,1.89,"293780",NA,NA,NA,NA,2016,4.54,0,0,NA,NA,NA
"애니플러스",5480,70,1.29,"310200",352,15.57,494,11.09,2536,2.16,0,0,NA,NA,NA
"애드바이오텍",3635,695,23.64,"179530",NA,NA,NA,NA,529,6.87,0,0,NA,NA,NA
"액토즈소프트",6440,-100,-1.53,"052790",681,9.46,NA,NA,21893,0.29,0,0,NA,NA,NA
"액트로",5590,100,1.82,"290740",159,35.16,NA,NA,7402,0.76,100,1.79,NA,NA,NA
"앤디포스",2055,-60,-2.84,"238090",NA,NA,NA,NA,3962,0.52,0,0,NA,NA,NA
"앤씨앤",650,0,0,"092600",NA,NA,NA,NA,730,0.89,0,0,NA,NA,NA
"앱코",901,-9,-0.99,"129890",98,9.19,NA,NA,1182,0.76,20,2.22,NA,NA,NA
"앱클론",12150,240,2.02,"174900",NA,NA,NA,NA,1606,7.57,0,0,NA,NA,NA
"앱트뉴로사이언스",1420,49,3.57,"270520",NA,NA,NA,NA,510,2.78,0,0,NA,NA,NA
"야스",7860,20,0.26,"255440",NA,NA,NA,NA,11381,0.69,0,0,NA,NA,NA
"양지사",8430,-120,-1.4,"030960",324,26.02,NA,NA,13735,0.61,50,0.59,NA,NA,NA
"어보브반도체",10900,0,0,"102120",161,67.7,NA,NA,6792,1.6,150,1.38,NA,NA,NA
"얼라인드",3355,20,0.6,"238120",287,11.69,NA,NA,2469,1.36,0,0,NA,NA,NA
"에너토크",7540,70,0.94,"019990",56,134.64,NA,NA,4346,1.73,0,0,NA,NA,NA
"에르코스",17290,-500,-2.81,"435570",153,113.01,NA,NA,6218,2.78,0,0,NA,NA,NA
"에브리봇",16790,-150,-0.89,"270660",27,621.85,NA,NA,5388,3.12,0,0,NA,NA,NA
"에스넷",4155,0,0,"038680",321,12.94,NA,NA,5492,0.76,50,1.2,NA,NA,NA
"에스디생명공학",499,0,0,"217480",NA,NA,NA,NA,265,1.88,0,0,NA,NA,NA
"에스디시스템",1354,21,1.58,"121890",NA,NA,NA,NA,808,1.68,0,0,NA,NA,NA
"에스바이오메딕스",20650,0,0,"304360",NA,NA,NA,NA,1010,20.45,0,0,NA,NA,NA
"에스비비테크",20150,0,0,"389500",NA,NA,NA,NA,2037,9.89,0,0,NA,NA,NA
"에스씨디",1429,7,0.49,"042110",174,8.21,NA,NA,2710,0.53,35,2.45,NA,NA,NA
"에스씨엠생명과학",1251,-73,-5.51,"298060",NA,NA,NA,NA,693,1.81,0,0,NA,NA,NA
"에스아이리소스",356,13,3.79,"065420",NA,NA,NA,NA,107,3.33,0,0,NA,NA,NA
"에스앤더블류",3280,-5,-0.15,"103230",662,4.95,NA,NA,6920,0.47,0,0,NA,NA,NA
